"strain","drug","StrainMean_NormLength","mean_NormLength","sd_NormLength","twoSD_pos","twoSD_neg","nice_drug_label2","big_class","moa_class","LowResponder","HighResponder"
"NIC514","Methomyl",40.7912584141292,9.30914167690872,49.9834762191599,109.276094115229,-90.6578107614111,"Methomyl","Insecticide","AChE inhibition",0,0
"NIC514","Methyl mercury",-78.742290636396,4.84256965590387,70.0528674962311,144.948304648366,-135.263165336558,"Mercury","Metal","Redox disruption",0,0
"NIC514","Nickel dichloride",1.82522453685709,4.08997990215324,64.5529867163247,133.195953334803,-125.015993530496,"Nickel","Metal","Other|unknown",0,0
"NIC514","Paraquat_250",34.8160477684242,3.5612305407088,28.823154147461,61.2075388356309,-54.0850777542133,"Paraquat 250 µM","Herbicide","Redox disruption",0,0
"NIC514","Paraquat_62.5",-0.146695650504728,-4.40347057181204,40.8606407299267,77.3178108880414,-86.1247520316655,"Paraquat 62.5 µM","Herbicide","Redox disruption",0,0
"NIC514","Propoxur",4.65025015139554,0.0163981092352304,18.4590721593118,36.9345424278589,-36.9017462093885,"Propoxur","Insecticide","AChE inhibition",0,0
"NIC514","Pyraclostrobin",37.0236215119876,2.87245923634161,29.7244082551688,62.3212757466792,-56.576357273996,"Pyraclostrobin","Fungicide","Redox disruption",0,0
"NIC514","Silver nitrate_250",50.5435565949574,4.762872938844,30.9542099501434,66.6712928391308,-57.1455469614428,"Silver 250 µM","Metal","Other|unknown",0,0
"NIC514","Silver nitrate_7.8",22.4153149250106,0.300727690818528,18.0204279621692,36.3415836151568,-35.7401282335198,"Silver 7.8 µM","Metal","Other|unknown",0,0
"NIC514","Triphenyl phosphate_50",73.7025974974142,0.953639911324413,37.8710191715565,76.6956782544375,-74.7883984317887,"TPhP 50 µM","Flame Retardant","Other|unknown",0,0
"NIC514","Triphenyl phosphate_6.25",25.1565617128229,0.633238813957901,25.1791821639183,50.9916031417946,-49.7251255138788,"TPhP 6.25 µM","Flame Retardant","Other|unknown",0,0
"NIC514","Zinc dichloride",21.4077523919702,-0.410868990416501,18.8228656570518,37.2348623236871,-38.0566003045201,"Zinc","Metal","Other|unknown",0,0
"NIC526","2_4-D",-22.5419989692307,0.297240680893414,34.3048980040383,68.90703668897,-68.3125553271832,"2,4-D","Herbicide","Other|unknown",0,0
"NIC526","Aldicarb",-89.1219157394671,-5.48069534679786,66.8955110996989,128.3103268526,-139.271717546196,"Aldicarb","Insecticide","AChE inhibition",0,0
"NIC526","Arsenic trioxide",62.5885324639789,1.51754432587174,37.8236976208408,77.1649395675533,-74.1298509158098,"Arsenic","Metal","Redox disruption",0,0
"NIC526","Atrazine",-6.06518486451103,-0.449564132208347,30.1418764523697,59.8341887725311,-60.7333170369478,"Atrazine","Herbicide","Redox disruption",0,0
"NIC526","Cadmium dichloride",3.67594817013407,0.59012551367972,40.8316675374654,82.2534605886105,-81.0732095612511,"Cadmium","Metal","Redox disruption",0,0
"NIC526","Carbaryl",13.7161205986469,-0.021581494171306,41.3518761645487,82.6821708349261,-82.7253338232687,"Carbaryl","Insecticide","AChE inhibition",0,0
"NIC526","Carboxin",25.0311605761177,-2.34575223270257,47.4918357609118,92.637919289121,-97.3294237545261,"Carboxin","Fungicide","Redox disruption",0,0
"NIC526","Chlorfenapyr",-26.3061626706979,-3.23816143792962,57.5317008232735,111.825240208617,-118.301563084477,"Chlorfenapyr","Insecticide","Redox disruption",0,0
"NIC526","Chlorothalonil",-41.1948416741742,-0.192007455920102,23.6397289158149,47.0874503757096,-47.4714652875498,"Chlorothalonil","Fungicide","Redox disruption",0,0
"NIC526","Chlorpyrifos",-16.2862860414349,3.23510414151989,31.316415820647,65.867935782814,-59.3977274997742,"Chlorpyrifos","Insecticide","AChE inhibition",0,0
"NIC526","Copper chloride",-32.7708798343129,1.56509946618643,42.9320597169338,87.429218900054,-84.2990199676812,"Copper","Metal","Redox disruption",0,0
"NIC526","Lead nitrate",17.1241999288917,0.278492362231999,19.8697371921976,40.0179667466272,-39.4609820221632,"Lead","Metal","Redox disruption",0,0
"NIC526","Malathion",-52.176670926664,-0.961847239793944,41.5336178680084,82.1053884962229,-84.0290829758108,"Malathion","Insecticide","AChE inhibition",0,0
"NIC526","Mancozeb",13.4622964627183,2.10751094136049,20.0326672994109,42.1728455401823,-37.9578236574613,"Mancozeb","Fungicide","AChE inhibition",0,0
"NIC526","Methomyl",-87.7046460731719,9.30914167690872,49.9834762191599,109.276094115229,-90.6578107614111,"Methomyl","Insecticide","AChE inhibition",0,0
"NIC526","Methyl mercury",-32.7418749030356,4.84256965590387,70.0528674962311,144.948304648366,-135.263165336558,"Mercury","Metal","Redox disruption",0,0
"NIC526","Nickel dichloride",-118.161132914049,4.08997990215324,64.5529867163247,133.195953334803,-125.015993530496,"Nickel","Metal","Other|unknown",0,0
"NIC526","Paraquat_250",7.25631356138854,3.5612305407088,28.823154147461,61.2075388356309,-54.0850777542133,"Paraquat 250 µM","Herbicide","Redox disruption",0,0
"NIC526","Paraquat_62.5",83.2102733175062,-4.40347057181204,40.8606407299267,77.3178108880414,-86.1247520316655,"Paraquat 62.5 µM","Herbicide","Redox disruption",1,0
"NIC526","Propoxur",-20.9099075748529,0.0163981092352304,18.4590721593118,36.9345424278589,-36.9017462093885,"Propoxur","Insecticide","AChE inhibition",0,0
"NIC526","Pyraclostrobin",-10.7507229309767,2.87245923634161,29.7244082551688,62.3212757466792,-56.576357273996,"Pyraclostrobin","Fungicide","Redox disruption",0,0
"NIC526","Silver nitrate_250",0.513692433035334,4.762872938844,30.9542099501434,66.6712928391308,-57.1455469614428,"Silver 250 µM","Metal","Other|unknown",0,0
"NIC526","Silver nitrate_7.8",11.5939947847888,0.300727690818528,18.0204279621692,36.3415836151568,-35.7401282335198,"Silver 7.8 µM","Metal","Other|unknown",0,0
"NIC526","Triphenyl phosphate_50",-30.0826746938023,0.953639911324413,37.8710191715565,76.6956782544375,-74.7883984317887,"TPhP 50 µM","Flame Retardant","Other|unknown",0,0
"NIC526","Triphenyl phosphate_6.25",14.4224967235053,0.633238813957901,25.1791821639183,50.9916031417946,-49.7251255138788,"TPhP 6.25 µM","Flame Retardant","Other|unknown",0,0
"NIC526","Zinc dichloride",-7.34654065033798,-0.410868990416501,18.8228656570518,37.2348623236871,-38.0566003045201,"Zinc","Metal","Other|unknown",0,0
"NIC528","2_4-D",-4.37395888103952,0.297240680893414,34.3048980040383,68.90703668897,-68.3125553271832,"2,4-D","Herbicide","Other|unknown",0,0
"NIC528","Aldicarb",42.8883882539028,-5.48069534679786,66.8955110996989,128.3103268526,-139.271717546196,"Aldicarb","Insecticide","AChE inhibition",0,0
"NIC528","Arsenic trioxide",26.3079976855011,1.51754432587174,37.8236976208408,77.1649395675533,-74.1298509158098,"Arsenic","Metal","Redox disruption",0,0
"NIC528","Atrazine",14.9495570214084,-0.449564132208347,30.1418764523697,59.8341887725311,-60.7333170369478,"Atrazine","Herbicide","Redox disruption",0,0
"NIC528","Cadmium dichloride",4.25743328294378,0.59012551367972,40.8316675374654,82.2534605886105,-81.0732095612511,"Cadmium","Metal","Redox disruption",0,0
"NIC528","Carbaryl",24.9824307425138,-0.021581494171306,41.3518761645487,82.6821708349261,-82.7253338232687,"Carbaryl","Insecticide","AChE inhibition",0,0
"NIC528","Carboxin",55.753956356741,-2.34575223270257,47.4918357609118,92.637919289121,-97.3294237545261,"Carboxin","Fungicide","Redox disruption",0,0
"NIC528","Chlorfenapyr",84.4572429617737,-3.23816143792962,57.5317008232735,111.825240208617,-118.301563084477,"Chlorfenapyr","Insecticide","Redox disruption",0,0
"NIC528","Chlorothalonil",17.6350276654669,-0.192007455920102,23.6397289158149,47.0874503757096,-47.4714652875498,"Chlorothalonil","Fungicide","Redox disruption",0,0
"NIC528","Chlorpyrifos",-6.49992441956624,3.23510414151989,31.316415820647,65.867935782814,-59.3977274997742,"Chlorpyrifos","Insecticide","AChE inhibition",0,0
"NIC528","Copper chloride",20.7615763164801,1.56509946618643,42.9320597169338,87.429218900054,-84.2990199676812,"Copper","Metal","Redox disruption",0,0
"NIC528","Lead nitrate",14.528925392336,0.278492362231999,19.8697371921976,40.0179667466272,-39.4609820221632,"Lead","Metal","Redox disruption",0,0
"NIC528","Malathion",36.6248259774869,-0.961847239793944,41.5336178680084,82.1053884962229,-84.0290829758108,"Malathion","Insecticide","AChE inhibition",0,0
"NIC528","Mancozeb",1.75974526720314,2.10751094136049,20.0326672994109,42.1728455401823,-37.9578236574613,"Mancozeb","Fungicide","AChE inhibition",0,0
"NIC528","Methyl mercury",53.1315881616721,4.84256965590387,70.0528674962311,144.948304648366,-135.263165336558,"Mercury","Metal","Redox disruption",0,0
"NIC528","Nickel dichloride",33.2246910707823,4.08997990215324,64.5529867163247,133.195953334803,-125.015993530496,"Nickel","Metal","Other|unknown",0,0
"NIC528","Paraquat_250",6.06801603373169,3.5612305407088,28.823154147461,61.2075388356309,-54.0850777542133,"Paraquat 250 µM","Herbicide","Redox disruption",0,0
"NIC528","Paraquat_62.5",34.8389687246641,-4.40347057181204,40.8606407299267,77.3178108880414,-86.1247520316655,"Paraquat 62.5 µM","Herbicide","Redox disruption",0,0
"NIC528","Propoxur",13.5355068148843,0.0163981092352304,18.4590721593118,36.9345424278589,-36.9017462093885,"Propoxur","Insecticide","AChE inhibition",0,0
"NIC528","Pyraclostrobin",-3.90583145618091,2.87245923634161,29.7244082551688,62.3212757466792,-56.576357273996,"Pyraclostrobin","Fungicide","Redox disruption",0,0
"NIC528","Silver nitrate_250",8.53629104870348,4.762872938844,30.9542099501434,66.6712928391308,-57.1455469614428,"Silver 250 µM","Metal","Other|unknown",0,0
"NIC528","Silver nitrate_7.8",7.95370882293718,0.300727690818528,18.0204279621692,36.3415836151568,-35.7401282335198,"Silver 7.8 µM","Metal","Other|unknown",0,0
"NIC528","Triphenyl phosphate_50",31.241796853262,0.953639911324413,37.8710191715565,76.6956782544375,-74.7883984317887,"TPhP 50 µM","Flame Retardant","Other|unknown",0,0
"NIC528","Triphenyl phosphate_6.25",29.7035222181588,0.633238813957901,25.1791821639183,50.9916031417946,-49.7251255138788,"TPhP 6.25 µM","Flame Retardant","Other|unknown",0,0
"NIC528","Zinc dichloride",0.670562831854043,-0.410868990416501,18.8228656570518,37.2348623236871,-38.0566003045201,"Zinc","Metal","Other|unknown",0,0
"NIC529","2_4-D",-39.6176666371818,0.297240680893414,34.3048980040383,68.90703668897,-68.3125553271832,"2,4-D","Herbicide","Other|unknown",0,0
"NIC529","Aldicarb",-97.9982086607352,-5.48069534679786,66.8955110996989,128.3103268526,-139.271717546196,"Aldicarb","Insecticide","AChE inhibition",0,0
"NIC529","Arsenic trioxide",-41.546160948502,1.51754432587174,37.8236976208408,77.1649395675533,-74.1298509158098,"Arsenic","Metal","Redox disruption",0,0
"NIC529","Atrazine",1.44002182057377,-0.449564132208347,30.1418764523697,59.8341887725311,-60.7333170369478,"Atrazine","Herbicide","Redox disruption",0,0
"NIC529","Cadmium dichloride",-35.3838056552925,0.59012551367972,40.8316675374654,82.2534605886105,-81.0732095612511,"Cadmium","Metal","Redox disruption",0,0
"NIC529","Carbaryl",-32.4763690565345,-0.021581494171306,41.3518761645487,82.6821708349261,-82.7253338232687,"Carbaryl","Insecticide","AChE inhibition",0,0
"NIC529","Carboxin",-40.235125387972,-2.34575223270257,47.4918357609118,92.637919289121,-97.3294237545261,"Carboxin","Fungicide","Redox disruption",0,0
"NIC529","Chlorfenapyr",-36.5717726737083,-3.23816143792962,57.5317008232735,111.825240208617,-118.301563084477,"Chlorfenapyr","Insecticide","Redox disruption",0,0
"NIC529","Chlorothalonil",18.1937883622148,-0.192007455920102,23.6397289158149,47.0874503757096,-47.4714652875498,"Chlorothalonil","Fungicide","Redox disruption",0,0
"NIC529","Chlorpyrifos",37.24854779119,3.23510414151989,31.316415820647,65.867935782814,-59.3977274997742,"Chlorpyrifos","Insecticide","AChE inhibition",0,0
"NIC529","Copper chloride",-61.0381138110037,1.56509946618643,42.9320597169338,87.429218900054,-84.2990199676812,"Copper","Metal","Redox disruption",0,0
"NIC529","Lead nitrate",-13.429247830563,0.278492362231999,19.8697371921976,40.0179667466272,-39.4609820221632,"Lead","Metal","Redox disruption",0,0
"NIC529","Malathion",-31.8574250904089,-0.961847239793944,41.5336178680084,82.1053884962229,-84.0290829758108,"Malathion","Insecticide","AChE inhibition",0,0
"NIC529","Mancozeb",17.0243156639447,2.10751094136049,20.0326672994109,42.1728455401823,-37.9578236574613,"Mancozeb","Fungicide","AChE inhibition",0,0
"NIC529","Methomyl",-74.3498968626474,9.30914167690872,49.9834762191599,109.276094115229,-90.6578107614111,"Methomyl","Insecticide","AChE inhibition",0,0
"NIC529","Methyl mercury",-9.61857026627123,4.84256965590387,70.0528674962311,144.948304648366,-135.263165336558,"Mercury","Metal","Redox disruption",0,0
"NIC529","Nickel dichloride",2.56533224544897,4.08997990215324,64.5529867163247,133.195953334803,-125.015993530496,"Nickel","Metal","Other|unknown",0,0
"NIC529","Paraquat_250",-3.35501053994736,3.5612305407088,28.823154147461,61.2075388356309,-54.0850777542133,"Paraquat 250 µM","Herbicide","Redox disruption",0,0
"NIC529","Paraquat_62.5",6.93897482544568,-4.40347057181204,40.8606407299267,77.3178108880414,-86.1247520316655,"Paraquat 62.5 µM","Herbicide","Redox disruption",0,0
"NIC529","Propoxur",16.9936905824529,0.0163981092352304,18.4590721593118,36.9345424278589,-36.9017462093885,"Propoxur","Insecticide","AChE inhibition",0,0
"NIC529","Pyraclostrobin",-7.54637121031768,2.87245923634161,29.7244082551688,62.3212757466792,-56.576357273996,"Pyraclostrobin","Fungicide","Redox disruption",0,0
"NIC529","Silver nitrate_250",-26.5568558094704,4.762872938844,30.9542099501434,66.6712928391308,-57.1455469614428,"Silver 250 µM","Metal","Other|unknown",0,0
"NIC529","Silver nitrate_7.8",-28.6150745382049,0.300727690818528,18.0204279621692,36.3415836151568,-35.7401282335198,"Silver 7.8 µM","Metal","Other|unknown",0,0
"NIC529","Triphenyl phosphate_50",16.8846854249553,0.953639911324413,37.8710191715565,76.6956782544375,-74.7883984317887,"TPhP 50 µM","Flame Retardant","Other|unknown",0,0
"NIC529","Triphenyl phosphate_6.25",29.6142393968174,0.633238813957901,25.1791821639183,50.9916031417946,-49.7251255138788,"TPhP 6.25 µM","Flame Retardant","Other|unknown",0,0
"NIC529","Zinc dichloride",9.45453929173966,-0.410868990416501,18.8228656570518,37.2348623236871,-38.0566003045201,"Zinc","Metal","Other|unknown",0,0
"PB303","2_4-D",-14.1788959842233,0.297240680893414,34.3048980040383,68.90703668897,-68.3125553271832,"2,4-D","Herbicide","Other|unknown",0,0
"PB303","Aldicarb",42.853110029253,-5.48069534679786,66.8955110996989,128.3103268526,-139.271717546196,"Aldicarb","Insecticide","AChE inhibition",0,0
"PB303","Arsenic trioxide",-8.75185653372946,1.51754432587174,37.8236976208408,77.1649395675533,-74.1298509158098,"Arsenic","Metal","Redox disruption",0,0
"PB303","Atrazine",21.5011688151028,-0.449564132208347,30.1418764523697,59.8341887725311,-60.7333170369478,"Atrazine","Herbicide","Redox disruption",0,0
"PB303","Cadmium dichloride",-23.4901358622574,0.59012551367972,40.8316675374654,82.2534605886105,-81.0732095612511,"Cadmium","Metal","Redox disruption",0,0
"PB303","Carbaryl",-9.16272209183608,-0.021581494171306,41.3518761645487,82.6821708349261,-82.7253338232687,"Carbaryl","Insecticide","AChE inhibition",0,0
"PB303","Carboxin",13.4975931860052,-2.34575223270257,47.4918357609118,92.637919289121,-97.3294237545261,"Carboxin","Fungicide","Redox disruption",0,0
"PB303","Chlorothalonil",5.65591335607292,-0.192007455920102,23.6397289158149,47.0874503757096,-47.4714652875498,"Chlorothalonil","Fungicide","Redox disruption",0,0
"PB303","Copper chloride",9.16720155523623,1.56509946618643,42.9320597169338,87.429218900054,-84.2990199676812,"Copper","Metal","Redox disruption",0,0
"PB303","Lead nitrate",-11.4497117495243,0.278492362231999,19.8697371921976,40.0179667466272,-39.4609820221632,"Lead","Metal","Redox disruption",0,0
"PB303","Malathion",42.2438490649181,-0.961847239793944,41.5336178680084,82.1053884962229,-84.0290829758108,"Malathion","Insecticide","AChE inhibition",0,0
"PB303","Mancozeb",-8.62198083117823,2.10751094136049,20.0326672994109,42.1728455401823,-37.9578236574613,"Mancozeb","Fungicide","AChE inhibition",0,0
"PB303","Methyl mercury",-88.0517722005398,4.84256965590387,70.0528674962311,144.948304648366,-135.263165336558,"Mercury","Metal","Redox disruption",0,0
"PB303","Nickel dichloride",10.81822091897,4.08997990215324,64.5529867163247,133.195953334803,-125.015993530496,"Nickel","Metal","Other|unknown",0,0
"PB303","Paraquat_250",-6.8320538329208,3.5612305407088,28.823154147461,61.2075388356309,-54.0850777542133,"Paraquat 250 µM","Herbicide","Redox disruption",0,0
"PB303","Propoxur",-2.1360927670706,0.0163981092352304,18.4590721593118,36.9345424278589,-36.9017462093885,"Propoxur","Insecticide","AChE inhibition",0,0
"PB303","Pyraclostrobin",0.55441663094386,2.87245923634161,29.7244082551688,62.3212757466792,-56.576357273996,"Pyraclostrobin","Fungicide","Redox disruption",0,0
"PB303","Silver nitrate_250",-9.02280644367806,4.762872938844,30.9542099501434,66.6712928391308,-57.1455469614428,"Silver 250 µM","Metal","Other|unknown",0,0
"PB303","Silver nitrate_7.8",5.20531869445253,0.300727690818528,18.0204279621692,36.3415836151568,-35.7401282335198,"Silver 7.8 µM","Metal","Other|unknown",0,0
"PB303","Triphenyl phosphate_50",5.61235426895248,0.953639911324413,37.8710191715565,76.6956782544375,-74.7883984317887,"TPhP 50 µM","Flame Retardant","Other|unknown",0,0
"PB303","Triphenyl phosphate_6.25",3.62426517208078,0.633238813957901,25.1791821639183,50.9916031417946,-49.7251255138788,"TPhP 6.25 µM","Flame Retardant","Other|unknown",0,0
"PB303","Zinc dichloride",12.6309656204579,-0.410868990416501,18.8228656570518,37.2348623236871,-38.0566003045201,"Zinc","Metal","Other|unknown",0,0
"PB306","2_4-D",-10.3152638643939,0.297240680893414,34.3048980040383,68.90703668897,-68.3125553271832,"2,4-D","Herbicide","Other|unknown",0,0
"PB306","Aldicarb",13.2481722547824,-5.48069534679786,66.8955110996989,128.3103268526,-139.271717546196,"Aldicarb","Insecticide","AChE inhibition",0,0
"PB306","Arsenic trioxide",-3.0878452966412,1.51754432587174,37.8236976208408,77.1649395675533,-74.1298509158098,"Arsenic","Metal","Redox disruption",0,0
"PB306","Atrazine",4.53331682245289,-0.449564132208347,30.1418764523697,59.8341887725311,-60.7333170369478,"Atrazine","Herbicide","Redox disruption",0,0
"PB306","Cadmium dichloride",44.8687443648237,0.59012551367972,40.8316675374654,82.2534605886105,-81.0732095612511,"Cadmium","Metal","Redox disruption",0,0
"PB306","Carbaryl",12.5252178885975,-0.021581494171306,41.3518761645487,82.6821708349261,-82.7253338232687,"Carbaryl","Insecticide","AChE inhibition",0,0
"PB306","Carboxin",7.66868773780025,-2.34575223270257,47.4918357609118,92.637919289121,-97.3294237545261,"Carboxin","Fungicide","Redox disruption",0,0
"PB306","Chlorfenapyr",1.59341173722806,-3.23816143792962,57.5317008232735,111.825240208617,-118.301563084477,"Chlorfenapyr","Insecticide","Redox disruption",0,0
"PB306","Chlorothalonil",24.1196348132988,-0.192007455920102,23.6397289158149,47.0874503757096,-47.4714652875498,"Chlorothalonil","Fungicide","Redox disruption",0,0
"PB306","Chlorpyrifos",21.8926800917227,3.23510414151989,31.316415820647,65.867935782814,-59.3977274997742,"Chlorpyrifos","Insecticide","AChE inhibition",0,0
"PB306","Copper chloride",-16.8421491373973,1.56509946618643,42.9320597169338,87.429218900054,-84.2990199676812,"Copper","Metal","Redox disruption",0,0
"PB306","Lead nitrate",38.5079599110196,0.278492362231999,19.8697371921976,40.0179667466272,-39.4609820221632,"Lead","Metal","Redox disruption",0,0
"PB306","Malathion",10.7128602427506,-0.961847239793944,41.5336178680084,82.1053884962229,-84.0290829758108,"Malathion","Insecticide","AChE inhibition",0,0
"PB306","Mancozeb",-6.2000192634535,2.10751094136049,20.0326672994109,42.1728455401823,-37.9578236574613,"Mancozeb","Fungicide","AChE inhibition",0,0
"PB306","Methomyl",47.0278373863149,9.30914167690872,49.9834762191599,109.276094115229,-90.6578107614111,"Methomyl","Insecticide","AChE inhibition",0,0
"PB306","Methyl mercury",-2.08245548976118,4.84256965590387,70.0528674962311,144.948304648366,-135.263165336558,"Mercury","Metal","Redox disruption",0,0
"PB306","Nickel dichloride",-142.284318976987,4.08997990215324,64.5529867163247,133.195953334803,-125.015993530496,"Nickel","Metal","Other|unknown",0,1
"PB306","Paraquat_250",-15.0343440739172,3.5612305407088,28.823154147461,61.2075388356309,-54.0850777542133,"Paraquat 250 µM","Herbicide","Redox disruption",0,0
"PB306","Paraquat_62.5",-64.8565948466769,-4.40347057181204,40.8606407299267,77.3178108880414,-86.1247520316655,"Paraquat 62.5 µM","Herbicide","Redox disruption",0,0
"PB306","Propoxur",-3.78298169844908,0.0163981092352304,18.4590721593118,36.9345424278589,-36.9017462093885,"Propoxur","Insecticide","AChE inhibition",0,0
"PB306","Pyraclostrobin",37.0467905183401,2.87245923634161,29.7244082551688,62.3212757466792,-56.576357273996,"Pyraclostrobin","Fungicide","Redox disruption",0,0
"PB306","Silver nitrate_250",-16.5600868325036,4.762872938844,30.9542099501434,66.6712928391308,-57.1455469614428,"Silver 250 µM","Metal","Other|unknown",0,0
"PB306","Silver nitrate_7.8",12.2670661807203,0.300727690818528,18.0204279621692,36.3415836151568,-35.7401282335198,"Silver 7.8 µM","Metal","Other|unknown",0,0
"PB306","Triphenyl phosphate_50",58.2389538705993,0.953639911324413,37.8710191715565,76.6956782544375,-74.7883984317887,"TPhP 50 µM","Flame Retardant","Other|unknown",0,0
"PB306","Triphenyl phosphate_6.25",14.655342008388,0.633238813957901,25.1791821639183,50.9916031417946,-49.7251255138788,"TPhP 6.25 µM","Flame Retardant","Other|unknown",0,0
"PB306","Zinc dichloride",4.19002490052809,-0.410868990416501,18.8228656570518,37.2348623236871,-38.0566003045201,"Zinc","Metal","Other|unknown",0,0
"PX179","2_4-D",-14.9114930375885,0.297240680893414,34.3048980040383,68.90703668897,-68.3125553271832,"2,4-D","Herbicide","Other|unknown",0,0
"PX179","Aldicarb",-59.1313199783522,-5.48069534679786,66.8955110996989,128.3103268526,-139.271717546196,"Aldicarb","Insecticide","AChE inhibition",0,0
"PX179","Arsenic trioxide",-195.20071948392,1.51754432587174,37.8236976208408,77.1649395675533,-74.1298509158098,"Arsenic","Metal","Redox disruption",0,1
"PX179","Atrazine",-7.85203049564579,-0.449564132208347,30.1418764523697,59.8341887725311,-60.7333170369478,"Atrazine","Herbicide","Redox disruption",0,0
"PX179","Cadmium dichloride",-108.44947087348,0.59012551367972,40.8316675374654,82.2534605886105,-81.0732095612511,"Cadmium","Metal","Redox disruption",0,1
"PX179","Carbaryl",23.1351387171554,-0.021581494171306,41.3518761645487,82.6821708349261,-82.7253338232687,"Carbaryl","Insecticide","AChE inhibition",0,0
"PX179","Carboxin",19.6230537379039,-2.34575223270257,47.4918357609118,92.637919289121,-97.3294237545261,"Carboxin","Fungicide","Redox disruption",0,0
"PX179","Chlorfenapyr",-73.50022064102,-3.23816143792962,57.5317008232735,111.825240208617,-118.301563084477,"Chlorfenapyr","Insecticide","Redox disruption",0,0
"PX179","Chlorothalonil",-143.45104684175,-0.192007455920102,23.6397289158149,47.0874503757096,-47.4714652875498,"Chlorothalonil","Fungicide","Redox disruption",0,1
"PX179","Chlorpyrifos",17.3745648839812,3.23510414151989,31.316415820647,65.867935782814,-59.3977274997742,"Chlorpyrifos","Insecticide","AChE inhibition",0,0
"PX179","Copper chloride",19.2335418665811,1.56509946618643,42.9320597169338,87.429218900054,-84.2990199676812,"Copper","Metal","Redox disruption",0,0
"PX179","Lead nitrate",-26.6732691753466,0.278492362231999,19.8697371921976,40.0179667466272,-39.4609820221632,"Lead","Metal","Redox disruption",0,0
"PX179","Malathion",-33.0413289061861,-0.961847239793944,41.5336178680084,82.1053884962229,-84.0290829758108,"Malathion","Insecticide","AChE inhibition",0,0
"PX179","Mancozeb",12.0792259519504,2.10751094136049,20.0326672994109,42.1728455401823,-37.9578236574613,"Mancozeb","Fungicide","AChE inhibition",0,0
"PX179","Methomyl",-39.5072064581306,9.30914167690872,49.9834762191599,109.276094115229,-90.6578107614111,"Methomyl","Insecticide","AChE inhibition",0,0
"PX179","Methyl mercury",-172.195544771802,4.84256965590387,70.0528674962311,144.948304648366,-135.263165336558,"Mercury","Metal","Redox disruption",0,1
"PX179","Nickel dichloride",25.004465989565,4.08997990215324,64.5529867163247,133.195953334803,-125.015993530496,"Nickel","Metal","Other|unknown",0,0
"PX179","Paraquat_250",-7.87687228359229,3.5612305407088,28.823154147461,61.2075388356309,-54.0850777542133,"Paraquat 250 µM","Herbicide","Redox disruption",0,0
"PX179","Paraquat_62.5",24.9581570694535,-4.40347057181204,40.8606407299267,77.3178108880414,-86.1247520316655,"Paraquat 62.5 µM","Herbicide","Redox disruption",0,0
"PX179","Propoxur",16.9978835953332,0.0163981092352304,18.4590721593118,36.9345424278589,-36.9017462093885,"Propoxur","Insecticide","AChE inhibition",0,0
"PX179","Pyraclostrobin",-13.2533975271313,2.87245923634161,29.7244082551688,62.3212757466792,-56.576357273996,"Pyraclostrobin","Fungicide","Redox disruption",0,0
"PX179","Silver nitrate_250",-20.0432718325128,4.762872938844,30.9542099501434,66.6712928391308,-57.1455469614428,"Silver 250 µM","Metal","Other|unknown",0,0
"PX179","Silver nitrate_7.8",-7.86492772549652,0.300727690818528,18.0204279621692,36.3415836151568,-35.7401282335198,"Silver 7.8 µM","Metal","Other|unknown",0,0
"PX179","Triphenyl phosphate_50",6.29830254944962,0.953639911324413,37.8710191715565,76.6956782544375,-74.7883984317887,"TPhP 50 µM","Flame Retardant","Other|unknown",0,0
"PX179","Triphenyl phosphate_6.25",23.5376820337564,0.633238813957901,25.1791821639183,50.9916031417946,-49.7251255138788,"TPhP 6.25 µM","Flame Retardant","Other|unknown",0,0
"PX179","Zinc dichloride",-20.7006715459758,-0.410868990416501,18.8228656570518,37.2348623236871,-38.0566003045201,"Zinc","Metal","Other|unknown",0,0
"QG2811","2_4-D",4.97525041668124,0.297240680893414,34.3048980040383,68.90703668897,-68.3125553271832,"2,4-D","Herbicide","Other|unknown",0,0
"QG2811","Aldicarb",8.24418003556516,-5.48069534679786,66.8955110996989,128.3103268526,-139.271717546196,"Aldicarb","Insecticide","AChE inhibition",0,0
"QG2811","Arsenic trioxide",-4.08885712702584,1.51754432587174,37.8236976208408,77.1649395675533,-74.1298509158098,"Arsenic","Metal","Redox disruption",0,0
"QG2811","Atrazine",-6.89799855296599,-0.449564132208347,30.1418764523697,59.8341887725311,-60.7333170369478,"Atrazine","Herbicide","Redox disruption",0,0
"QG2811","Cadmium dichloride",-5.21514622611496,0.59012551367972,40.8316675374654,82.2534605886105,-81.0732095612511,"Cadmium","Metal","Redox disruption",0,0
"QG2811","Carbaryl",-26.0398884716402,-0.021581494171306,41.3518761645487,82.6821708349261,-82.7253338232687,"Carbaryl","Insecticide","AChE inhibition",0,0
"QG2811","Carboxin",-65.8355836506149,-2.34575223270257,47.4918357609118,92.637919289121,-97.3294237545261,"Carboxin","Fungicide","Redox disruption",0,0
"QG2811","Chlorfenapyr",1.23664402599869,-3.23816143792962,57.5317008232735,111.825240208617,-118.301563084477,"Chlorfenapyr","Insecticide","Redox disruption",0,0
"QG2811","Chlorothalonil",4.03191169417476,-0.192007455920102,23.6397289158149,47.0874503757096,-47.4714652875498,"Chlorothalonil","Fungicide","Redox disruption",0,0
